,0
0,266.9918102
1,250.0858765
2,259.0347338
3,373.0674992
4,349.7543938
5,346.7947485
6,237.9230265
7,233.4251144
8,236.8912498
9,334.1652862
10,332.0952303
11,249.5201781
12,232.4124396
13,233.2133542
14,330.2515637
15,260.4623584
16,303.6555387
17,344.2328774
18,260.6411568
19,207.8221948
20,209.865171
21,282.958221
22,389.2891127
23,241.0503512
24,262.260884
25,206.1461963
26,263.6395938
27,327.7479708
28,355.1932185
29,251.0911586
30,261.7117798
31,362.1986623
32,316.4321692
33,297.473488
34,244.3298171
35,237.6901625
36,308.9265255
37,348.6158611
38,325.0958655
39,243.639037
40,257.5837037
41,265.6371873
42,227.7188366
43,332.7632503
44,330.6758826
45,343.8115533
46,327.7150895
47,372.5032425
48,359.9866116
49,277.5579508
50,260.0284644
51,244.1481079
52,336.9979819
53,339.0582185
54,248.6804073
55,332.3562765
56,336.4847648
57,324.0950823
58,368.0159809
59,284.3785866
60,243.064862
61,321.2274232
62,363.7891145
63,202.2528718
64,232.4974695
65,329.5065366
66,234.9736464
67,286.5865522
68,233.2561657
69,344.9147348
70,354.7557668
71,345.1191061
72,229.9353448
73,255.5177703
74,333.5672565
75,330.4343723
76,309.4130106
77,231.8550345
78,320.0665644
79,363.1643824
80,345.6523419
81,353.8538154
82,341.0179701
83,355.3078729
84,276.3324552
85,378.5356684
86,226.7483627
87,329.4980867
88,328.6436351
89,302.7055562
90,252.9691456
91,276.9358291
92,283.9633385
93,344.3056918
94,328.6978541
95,229.0058521
96,333.83365
97,322.8281281
98,365.67148
99,387.2900154
100,229.6704686
101,330.7877056
102,287.2559945
103,316.8013907
104,236.9498044
105,346.5069396
106,301.7034939
107,277.3093312
108,345.0909138
109,198.4151718
110,376.0368482
111,393.7973381
112,331.2799543
113,325.7568783
114,359.2331531
115,287.3489608
116,342.4960902
117,320.498095
118,345.9670598
119,251.9523322
120,364.4020056
121,336.1346574
122,273.1545404
123,290.1535593
124,346.005701
125,234.6341764
126,288.4108006
127,322.8528886
128,372.9177014
129,335.2782962
130,400.8469883
131,225.5447583
132,237.186682
133,284.786177
134,336.8321367
135,266.8760506
136,359.9241504
137,267.3348936
138,346.7731033
139,323.2675582
140,324.7361383
141,315.3135128
142,215.4893783
143,284.6420766
144,306.1378761
145,236.1438492
146,348.2098976
147,258.5879687
148,242.5598612
149,344.4395731
150,330.5991708
151,260.5719707
152,312.9396086
153,357.3720654
154,221.9852037
155,249.8641973
156,362.4710426
157,331.3670289
158,350.6871582
159,342.4544817
160,277.7235056
161,331.6172911
162,352.4777779
163,359.2287888
164,336.2934675
165,338.7087334
166,359.2057275
167,243.3021009
168,217.461625
169,220.8890665
170,352.6725413
171,295.6914077
172,245.3847037
173,304.3247271
174,254.3277567
175,365.8853128
176,271.2420907
177,290.166751
178,259.4099172
179,327.7429569
180,230.4759241
181,243.8909942
182,288.5300289
183,265.1896228
184,241.8324986
185,321.2719524
186,198.3121898
187,243.9440194
188,327.6866792
189,206.394495
190,381.88884
191,270.0839617
192,249.6652761
193,325.9779448
194,248.0322143
195,270.8583677
196,255.8464252
197,256.3607501
198,246.5487103
199,231.037684
200,241.4941263
201,236.5766613
202,325.3167248
203,278.2049889
204,220.2141281
205,237.5718068
206,369.4074181
207,272.4233758
208,308.2775797
209,361.3298871
210,356.5989759
211,301.2438104
212,265.8329004
213,381.9406977
214,337.6580716
215,241.9599233
216,275.1007196
217,347.1916013
218,256.7772404
219,309.2876505
220,326.9024944
221,258.5212949
222,397.4188581
223,238.4231636
224,242.7713009
225,283.7617592
226,275.1552816
227,302.7651263
228,314.369784
229,259.2839025
230,292.9706168
231,343.3479346
232,355.8166266
233,224.4865649
234,328.8508142
235,255.7585933
236,202.6330885
237,340.9497799
238,329.9248205
239,386.3093467
240,357.1102995
241,327.5877282
242,213.463571
243,327.0251622
244,307.9006296
245,254.1444997
246,339.8523054
247,317.4892244
248,402.0913595
249,225.0634164
250,261.9265227
251,351.5119241
252,264.3310628
253,266.9664938
254,346.8327049
255,359.3948061
256,268.4186713
257,293.175112
258,357.73231
259,368.7484316
260,269.8694856
261,360.1847838
262,337.5054891
263,355.9839403
264,275.3033316
265,335.0245697
266,239.8902923
267,261.8615305
268,364.9012065
269,359.2242593
270,236.5572262
271,270.9602833
272,251.6050269
273,219.741653
274,358.3898542
275,324.4974062
276,228.8425756
277,282.6085685
278,365.7014032
279,359.6468916
280,253.8783838
281,271.1824695
282,241.4875831
283,234.4219956
284,351.6982736
285,337.5554914
286,351.4768708
287,226.1499592
288,365.0664448
289,379.1225968
290,251.691415
291,336.3796728
292,285.9762996
293,376.4318578
294,276.502934
295,322.9913213
296,282.7443397
297,347.0897801
298,378.4655569
299,326.4982406
300,241.9432622
301,231.7598987
302,245.5148376
303,275.2023147
304,234.3778133
305,242.9968472
306,241.8566574
307,344.0028485
308,361.360422
309,257.0926168
310,341.8142459
311,344.5250934
312,356.9774447
313,340.3279008
314,326.7067692
315,346.4472236
316,289.2129036
317,314.8514806
318,342.3571424
319,297.8737345
320,366.1709687
321,336.1724943
322,236.5135421
323,289.4663009
324,330.3193734
325,325.2842913
326,236.9202224
327,243.9189466
328,348.8023173
329,247.5334868
330,309.4492215
331,240.7374086
332,299.3475526
333,233.6089701
334,358.8415803
335,220.6070793
336,343.6783019
337,331.0486908
338,230.4883983
339,320.6033018
340,330.591695
341,293.5356909
342,251.948004
343,344.0699841
344,326.364962
345,268.2285258
346,365.9864453
347,262.006347
348,307.1491827
349,234.3067518
350,390.6956429
351,253.5262143
352,211.4046954
353,308.0346812
354,238.8193552
355,304.0359836
356,272.1996839
357,247.3475245
358,311.6789613
359,293.0021752
360,320.9323242
361,219.3534838
362,230.7465585
363,321.7955731
364,256.1485551
365,297.1210603
366,304.560223
367,348.5711519
368,298.5476888
369,302.9287338
370,323.2074566
371,293.5819045
372,238.579845
373,321.859088
374,298.4163425
375,328.6272048
376,290.0899112
377,253.5991466
378,256.4264712
379,327.2189661
380,272.6054213
381,291.9269483
382,351.5147064
383,329.1777366
384,341.8069208
385,269.7800412
386,377.5743668
387,337.6317602
388,321.1152743
389,241.631302
390,227.0403364
391,249.3409266
392,348.4542146
393,376.621253
394,268.2820996
395,277.1701071
396,257.9343594
397,321.6667512
398,286.4479328
399,320.0604647
